Sex,Pclass,SibSp,Parch,Alone,Embarked,Age,Ticket,Fare,Survived
0,2,0,1,1,2,13.0,250644,19.5,1
1,1,0,0,0,2,34.0,113794,26.55,1
0,3,2,1,1,0,5.0,2666,19.2583,1
1,1,0,0,0,2,52.0,113786,30.5,1
1,2,1,2,1,2,36.0,34651,27.75,0
1,3,1,0,1,2,26.507588932806325,65303,19.9667,0
1,1,0,0,0,0,30.0,113051,27.75,0
1,1,1,0,1,0,49.0,17453,89.1042,1
1,3,0,0,0,2,26.507588932806325,2817,8.05,0
1,3,0,0,0,0,29.0,349240,7.8958,1
1,1,0,0,0,2,65.0,13509,26.55,0
0,1,1,0,1,2,34.61176470588235,17464,51.8625,1
0,2,0,0,0,2,50.0,13531,10.5,1
1,3,0,0,0,1,26.507588932806325,371060,7.75,0
1,1,0,0,0,2,48.0,19952,26.55,1
1,3,0,0,0,2,34.0,364506,8.05,0
1,1,0,0,0,2,47.0,111320,38.5,0
1,2,0,0,0,2,48.0,234360,13.0,0
1,3,0,0,0,2,26.507588932806325,2816,8.05,0
1,3,0,0,0,2,38.0,3101306,7.05,0
1,2,0,0,0,2,30.74070707070707,239853,0.0,0
1,1,0,0,0,2,56.0,113792,26.55,0
1,3,0,0,0,1,26.507588932806325,36209,7.725,0
0,3,2,1,1,0,0.75,2666,19.2583,1
1,3,0,0,0,2,26.507588932806325,323592,7.25,0
1,3,0,0,0,2,38.0,315089,8.6625,0
0,2,1,2,1,2,33.0,34651,27.75,1
0,2,0,0,0,0,23.0,541,13.7917,1
0,3,0,0,0,2,22.0,7553,9.8375,0
1,1,0,0,0,2,41.28138613861386,110465,52.0,0
1,2,1,0,1,2,34.0,31027,21.0,0
1,3,1,0,1,2,29.0,3460,7.0458,0
1,3,0,0,0,2,22.0,350060,7.5208,0
0,3,0,1,1,2,2.0,3101298,12.2875,1
1,3,5,2,1,2,9.0,2144,46.9,0
1,2,0,0,0,2,30.74070707070707,239854,0.0,0
1,3,0,0,0,2,50.0,3594,8.05,0
0,3,0,0,0,2,63.0,4134,9.5875,1
1,1,1,0,1,0,25.0,11967,91.0792,1
0,3,3,1,1,2,21.75,4133,25.4667,0
0,1,1,0,1,2,35.0,19943,90.0,1
1,1,0,0,0,0,58.0,11771,29.7,0
1,3,0,0,0,2,30.0,18509,8.05,0
1,3,1,1,1,2,9.0,37671,15.9,1
1,3,1,0,1,2,26.507588932806325,65304,19.9667,0
1,3,0,0,0,2,21.0,3101317,7.25,0
1,1,0,0,0,2,55.0,113787,30.5,0
1,1,0,0,0,0,71.0,17609,49.5042,0
1,3,0,0,0,2,21.0,45380,8.05,0
1,3,0,0,0,0,26.507588932806325,2627,14.4583,0
0,1,1,0,1,0,54.0,36947,78.2667,1
1,3,0,0,0,2,26.507588932806325,6212,15.1,0
0,1,1,2,1,2,25.0,113781,151.55,0
1,3,0,0,0,2,24.0,350035,7.7958,0
1,3,0,0,0,2,17.0,315086,8.6625,0
0,3,0,0,0,1,21.0,364846,7.75,0
0,3,0,0,0,1,21.75,330909,7.6292,0
0,3,0,0,0,2,37.0,4135,9.5875,0
0,1,0,0,0,2,16.0,110152,86.5,1
1,1,1,0,1,0,18.0,17758,108.9,0
0,2,0,2,1,2,33.0,26360,26.0,1
1,1,0,0,0,2,41.28138613861386,111427,26.55,1
1,3,0,0,0,2,28.0,4001,22.525,0
1,3,0,0,0,2,26.0,1601,56.4958,1
1,3,0,0,0,1,29.0,382651,7.75,1
1,3,0,0,0,2,26.507588932806325,3101316,8.05,0
1,1,0,0,0,2,36.0,17473,26.2875,1
0,1,1,0,1,0,54.0,17603,59.4,1
1,3,0,0,0,2,24.0,349209,7.4958,0
1,1,0,0,0,2,47.0,36967,34.0208,0
0,2,0,0,0,2,34.0,34260,10.5,1
1,3,0,0,0,1,26.507588932806325,371110,24.15,0
0,2,1,0,1,2,36.0,226875,26.0,1
1,3,0,0,0,2,32.0,349242,7.8958,0
0,1,0,0,0,2,30.0,12749,93.5,1
1,3,0,0,0,2,22.0,349252,7.8958,0
1,3,0,0,0,0,26.507588932806325,2624,7.225,0
0,1,0,1,1,0,44.0,111361,57.9792,1
1,3,0,0,0,0,26.507588932806325,2700,7.2292,0
1,3,0,0,0,1,40.5,367232,7.75,0
0,2,0,0,0,2,50.0,14258,10.5,1
1,1,0,0,0,2,41.28138613861386,17483,221.7792,0
1,3,0,0,0,2,39.0,3101296,7.925,0
1,2,2,1,1,2,23.0,29104,11.5,0
0,2,1,1,1,2,2.0,26360,26.0,1
1,3,0,0,0,0,26.507588932806325,2641,7.2292,0
1,3,1,1,1,0,17.0,2690,7.2292,0
0,3,0,2,1,0,21.75,2668,22.3583,1
0,3,0,0,0,2,30.0,315084,8.6625,0
0,2,0,2,1,2,7.0,13529,26.25,1
1,1,0,0,0,2,45.0,113050,26.55,0
0,1,0,0,0,0,30.0,17761,106.425,1
1,3,0,0,0,2,26.507588932806325,364498,14.5,0
0,1,0,2,1,0,22.0,13568,49.5,1
0,1,0,2,1,2,36.0,5735,71.0,1
0,3,4,2,1,2,9.0,347082,31.275,0
0,3,4,2,1,2,11.0,347082,31.275,0
1,2,1,0,1,2,32.0,2908,26.0,1
1,1,1,0,1,0,50.0,17761,106.425,0
1,1,0,0,0,2,64.0,693,26.0,0
0,2,1,0,1,2,19.0,2908,26.0,1
1,2,0,0,0,0,30.74070707070707,2146,13.8625,1
1,3,1,1,1,2,33.0,363291,20.525,0
1,2,1,1,1,2,8.0,33112,36.75,1
1,1,0,2,1,0,17.0,17421,110.8833,1
1,2,0,0,0,2,27.0,244358,26.0,0
1,3,0,0,0,1,26.507588932806325,330979,7.8292,0
1,3,0,0,0,0,22.0,2620,7.225,1
0,3,0,0,0,2,22.0,347085,7.775,1
1,1,0,0,0,2,62.0,113807,26.55,0
0,1,1,0,1,0,48.0,11755,39.6,1
1,1,0,0,0,0,41.28138613861386,17757,227.525,0
0,1,1,1,1,2,39.0,110413,79.65,1
0,3,1,0,1,2,36.0,345572,17.4,1
1,3,0,0,0,1,26.507588932806325,372622,7.75,0
1,3,0,0,0,2,40.0,349251,7.8958,0
1,2,0,0,0,2,28.0,218629,13.5,0
1,3,0,0,0,2,26.507588932806325,392082,8.05,0
0,3,0,0,0,2,21.75,392087,8.05,0
1,3,2,0,1,2,24.0,48871,24.15,0
1,3,0,0,0,2,19.0,349205,7.8958,0
0,3,0,4,1,2,29.0,349909,21.075,0
1,3,0,0,0,0,26.507588932806325,2686,7.2292,0
1,3,0,0,0,2,32.0,350417,7.8542,1
1,2,0,0,0,2,62.0,752,10.5,1
0,1,2,0,1,2,53.0,11769,51.4792,1
1,1,0,0,0,2,36.0,17474,26.3875,1
0,3,0,0,0,1,21.75,14312,7.75,1
1,3,0,0,0,2,16.0,20589,8.05,0
1,3,0,0,0,2,19.0,358585,14.5,0
0,2,0,0,0,2,34.0,243880,13.0,1
0,1,1,0,1,2,39.0,13507,55.9,1
0,3,1,0,1,0,21.75,2689,14.4583,0
1,3,0,0,0,2,32.0,3101286,7.925,1
0,2,1,1,1,2,25.0,237789,30.0,1
0,1,1,1,1,0,39.0,17421,110.8833,1
1,2,0,0,0,2,54.0,28403,26.0,0
1,1,0,0,0,0,36.0,13049,40.125,0
1,3,0,0,0,0,26.507588932806325,3411,8.7125,0
0,1,0,2,1,2,18.0,110413,79.65,1
1,2,0,0,0,2,47.0,237565,15.0,0
1,1,1,1,1,0,60.0,13567,79.2,1
1,3,0,0,0,2,22.0,14973,8.05,0
1,3,0,0,0,2,26.507588932806325,3235,8.05,0
1,3,0,0,0,2,35.0,3101273,7.125,0
0,1,1,0,1,0,52.0,36947,78.2667,1
1,3,0,0,0,2,47.0,3902,7.25,0
0,3,0,2,1,1,21.75,364848,7.75,0
1,2,1,0,1,2,37.0,29037,26.0,0
1,3,1,1,1,2,36.0,345773,24.15,0
0,2,0,0,0,2,28.722972972972972,248727,33.0,1
1,3,0,0,0,2,49.0,392090,0.0,0
1,3,0,0,0,0,26.507588932806325,2664,7.225,0
1,1,1,0,1,0,49.0,17485,56.9292,1
0,2,2,1,1,2,24.0,243847,27.0,1
1,3,0,0,0,2,26.507588932806325,349214,7.8958,0
1,1,0,0,0,2,41.28138613861386,113796,42.4,0
1,3,0,0,0,2,44.0,364511,8.05,0
1,1,0,0,0,0,35.0,111426,26.55,1
1,3,1,0,1,2,36.0,349910,15.55,0
1,3,0,0,0,2,30.0,349246,7.8958,0
1,1,0,0,0,2,27.0,113804,30.5,1
0,2,1,2,1,0,22.0,2123,41.5792,1
0,1,0,0,0,2,40.0,17582,153.4625,1
0,3,1,5,1,2,39.0,347082,31.275,0
1,3,0,0,0,2,26.507588932806325,3101305,7.05,0
0,3,1,0,1,1,21.75,367230,15.5,1
1,3,0,0,0,1,26.507588932806325,370377,7.75,0
1,3,0,0,0,2,35.0,364512,8.05,0
0,2,1,2,1,2,24.0,220845,65.0,1
1,3,1,1,1,2,34.0,347080,14.4,0
0,3,1,0,1,2,26.0,3336,16.1,0
0,2,2,1,1,2,4.0,230136,39.0,1
1,2,0,0,0,2,26.0,31028,10.5,0
1,3,1,0,1,0,27.0,2659,14.4542,0
1,1,1,0,1,2,42.0,11753,52.5542,1
1,3,1,1,1,0,20.0,2653,15.7417,1
1,3,0,0,0,2,21.0,350029,7.8542,0
1,3,0,0,0,2,21.0,54636,16.1,0
1,1,0,0,0,2,61.0,36963,32.3208,0
1,2,0,0,0,1,57.0,219533,12.35,0
0,1,0,0,0,2,21.0,13502,77.9583,1
1,3,0,0,0,2,26.0,349224,7.8958,0
1,3,0,0,0,1,26.507588932806325,334912,7.7333,0
1,1,0,0,0,2,80.0,27042,30.0,1
1,3,0,0,0,2,51.0,347743,7.0542,0
1,1,0,0,0,0,32.0,13214,30.5,1
1,1,0,0,0,2,41.28138613861386,112052,0.0,0
0,3,3,2,1,2,9.0,347088,27.9,0
0,2,0,0,0,2,28.0,237668,13.0,1
1,3,0,0,0,2,32.0,3101292,7.925,0
1,2,1,1,1,2,31.0,31921,26.25,0
0,3,0,5,1,2,41.0,3101295,39.6875,0
1,3,1,0,1,2,26.507588932806325,376564,16.1,0
1,3,0,0,0,2,20.0,350050,7.8542,0
0,1,0,0,0,0,24.0,17477,69.3,1
0,3,3,2,1,2,2.0,347088,27.9,0
1,3,0,0,0,2,26.507588932806325,1601,56.4958,1
0,3,2,1,1,0,0.75,2666,19.2583,1
1,1,1,0,1,0,48.0,17572,76.7292,1
1,3,0,0,0,2,19.0,349231,7.8958,0
1,1,0,0,0,0,56.0,13213,35.5,1
1,3,0,0,0,2,26.507588932806325,751,7.55,0
0,3,0,0,0,2,23.0,2314,7.55,1
1,3,0,0,0,2,26.507588932806325,349221,7.8958,0
0,2,0,1,1,2,18.0,231919,23.0,1
1,3,0,0,0,2,21.0,8475,8.4333,0
0,3,0,0,0,1,21.75,330919,7.8292,1
0,3,0,0,0,1,18.0,365226,6.75,0
1,2,2,0,1,2,24.0,14879,73.5,0
1,3,0,0,0,2,26.507588932806325,349223,7.8958,0
0,3,1,1,1,1,32.0,364849,15.5,0
1,2,0,0,0,2,23.0,29751,13.0,0
1,1,0,2,1,0,58.0,35273,113.275,0
1,1,2,0,1,2,50.0,17611,133.65,1
1,3,0,0,0,0,40.0,2623,7.225,0
1,1,0,0,0,2,47.0,5727,25.5875,0
1,3,0,0,0,2,36.0,349210,7.4958,0
1,3,1,0,1,2,20.0,3101285,7.925,1
1,2,2,0,1,2,32.0,14879,73.5,0
1,2,0,0,0,2,25.0,234686,13.0,0
1,3,0,0,0,2,26.507588932806325,312993,7.775,0
1,3,0,0,0,2,43.0,3536,8.05,0
0,1,1,0,1,2,34.61176470588235,19996,52.0,1
0,2,1,1,1,2,40.0,29750,39.0,1
1,1,1,0,1,2,31.0,12750,52.0,0
1,2,0,0,0,2,70.0,24580,10.5,0
1,2,0,0,0,2,31.0,244270,13.0,1
1,2,0,0,0,2,30.74070707070707,239856,0.0,0
1,3,0,0,0,2,18.0,349912,7.775,0
1,3,0,0,0,2,24.5,342826,8.05,0
0,3,0,0,0,2,18.0,4138,9.8417,1
0,3,1,6,1,2,43.0,2144,46.9,0
1,1,0,1,1,0,36.0,17755,512.3292,1
0,3,0,0,0,1,21.75,330935,8.1375,0
1,1,0,0,0,0,27.0,17572,76.7292,1
1,3,0,0,0,2,20.0,6563,9.225,0
1,3,5,2,1,2,14.0,2144,46.9,0
1,2,1,1,1,2,60.0,29750,39.0,0
1,2,1,2,1,0,25.0,2123,41.5792,0
1,3,4,1,1,2,14.0,3101295,39.6875,0
1,3,0,0,0,2,19.0,349228,10.1708,0
1,3,0,0,0,2,18.0,350036,7.7958,0
0,1,0,1,1,2,15.0,24160,211.3375,1
1,1,1,0,1,2,31.0,17474,57.0,1
0,3,0,1,1,0,4.0,349256,13.4167,1
1,3,0,0,0,2,26.507588932806325,1601,56.4958,1
1,3,0,0,0,0,25.0,2672,7.225,0
1,1,0,0,0,2,60.0,113800,26.55,0
1,2,0,0,0,2,52.0,248731,13.5,0
1,3,0,0,0,2,44.0,363592,8.05,0
0,3,0,0,0,1,21.75,35852,7.7333,1
1,1,1,1,1,0,49.0,17421,110.8833,0
1,3,0,0,0,2,42.0,348121,7.65,0
0,1,1,0,1,0,18.0,17757,227.525,1
1,1,0,0,0,2,35.0,17475,26.2875,1
0,3,0,1,1,0,18.0,2691,14.4542,0
1,3,0,0,0,1,25.0,36864,7.7417,0
1,3,1,0,1,2,26.0,350025,7.8542,0
1,2,0,0,0,2,39.0,250655,26.0,0
0,2,0,0,0,2,45.0,223596,13.5,1
1,1,0,0,0,2,42.0,17476,26.2875,1
0,1,0,0,0,2,22.0,113781,151.55,1
1,3,1,1,1,0,26.507588932806325,2661,15.2458,1
0,1,0,0,0,0,24.0,17482,49.5042,1
1,1,0,0,0,2,41.28138613861386,113028,26.55,0
1,1,1,0,1,2,48.0,19996,52.0,1
1,3,0,0,0,2,29.0,7545,9.4833,0
1,2,0,0,0,2,52.0,250647,13.0,0
1,3,0,0,0,2,19.0,348124,7.65,0
0,1,0,0,0,0,38.0,17757,227.525,1
0,2,0,0,0,2,27.0,34218,10.5,1
1,3,0,0,0,1,26.507588932806325,36568,15.5,0
1,3,0,0,0,2,33.0,347062,7.775,0
0,2,0,1,1,2,6.0,248727,33.0,1
1,3,1,0,1,2,17.0,350048,7.0542,0
1,2,0,0,0,2,34.0,12233,13.0,0
1,2,0,0,0,2,50.0,250643,13.0,0
1,1,1,0,1,2,27.0,113806,53.1,1
1,3,0,0,0,2,20.0,315094,8.6625,0
0,2,3,0,1,2,30.0,31027,21.0,1
0,3,0,0,0,1,21.75,36866,7.7375,1
1,2,1,0,1,2,25.0,236853,26.0,0
0,3,1,0,1,2,25.0,3101271,7.925,0
0,1,0,0,0,2,29.0,24160,211.3375,1
1,3,0,0,0,0,11.0,2699,18.7875,0
1,2,0,0,0,2,30.74070707070707,239855,0.0,0
1,2,0,0,0,2,23.0,28425,13.0,0
1,2,0,0,0,2,23.0,233639,13.0,0
1,3,0,0,0,2,28.5,54636,16.1,0
0,3,1,3,1,2,48.0,6608,34.375,0
1,1,0,0,0,0,35.0,17755,512.3292,1
1,3,0,0,0,2,26.507588932806325,349201,7.8958,0
1,3,0,0,0,2,26.507588932806325,349218,7.8958,0
1,1,0,0,0,2,41.28138613861386,16988,30.0,1
1,1,1,0,1,2,36.0,19877,78.85,0
0,1,2,2,1,0,21.0,17608,262.375,1
1,3,1,0,1,2,24.0,376566,16.1,0
1,3,0,0,0,2,31.0,3101288,7.925,1
1,1,1,1,1,2,70.0,5735,71.0,0
1,3,1,1,1,2,16.0,2673,20.25,0
0,2,0,0,0,2,30.0,250648,13.0,1
1,1,1,0,1,2,19.0,113773,53.1,0
1,3,0,0,0,1,31.0,335097,7.75,0
0,2,1,1,1,2,4.0,29103,23.0,1
1,3,0,1,1,2,6.0,392096,12.475,1
1,3,0,0,0,2,33.0,345780,9.5,0
1,3,0,0,0,2,23.0,349204,7.8958,0
0,2,1,2,1,2,48.0,220845,65.0,1
1,2,1,1,1,2,0.67,250649,14.5,1
1,3,0,0,0,2,28.0,350042,7.7958,0
1,2,0,0,0,2,18.0,29108,11.5,0
1,3,0,0,0,2,34.0,363294,8.05,0
0,1,0,0,0,2,33.0,110152,86.5,1
1,3,0,0,0,2,26.507588932806325,358585,14.5,0
1,3,0,0,0,2,41.0,3101272,7.125,0
1,3,0,0,0,0,20.0,2663,7.2292,1
0,1,1,2,1,2,36.0,113760,120.0,1
1,3,0,0,0,2,16.0,347074,7.775,0
0,1,1,0,1,2,51.0,13502,77.9583,1
1,1,0,0,0,0,41.28138613861386,112379,39.6,0
0,3,0,0,0,1,30.5,364850,7.75,0
1,3,1,0,1,1,26.507588932806325,371110,24.15,0
1,3,0,0,0,2,32.0,8471,8.3625,0
1,3,0,0,0,2,24.0,345781,9.5,0
1,3,0,0,0,2,48.0,350047,7.8542,0
0,2,0,0,0,2,57.0,3,10.5,0
1,3,0,0,0,0,26.507588932806325,2674,7.225,0
0,2,1,3,1,2,54.0,29105,23.0,1
1,3,0,0,0,2,18.0,347078,7.75,0
1,3,0,0,0,1,26.507588932806325,383121,7.75,0
0,3,0,0,0,2,5.0,364516,12.475,1
1,3,0,0,0,1,26.507588932806325,36865,7.7375,0
0,1,0,1,1,2,43.0,24160,211.3375,1
0,3,0,0,0,0,13.0,2687,7.2292,1
0,1,1,0,1,2,17.0,17474,57.0,1
1,1,0,0,0,2,29.0,113501,30.0,0
1,3,1,2,1,2,26.507588932806325,6607,23.45,0
1,3,0,0,0,2,25.0,3101312,7.05,0
1,3,0,0,0,2,25.0,374887,7.25,0
0,3,0,0,0,2,18.0,3101265,7.4958,1
1,3,4,1,1,1,8.0,382652,29.125,0
1,3,1,2,1,2,1.0,2315,20.575,1
1,1,0,0,0,0,46.0,17593,79.2,0
1,3,0,0,0,1,26.507588932806325,12460,7.75,0
1,2,0,0,0,2,16.0,239865,26.0,0
0,3,8,2,1,2,21.75,2343,69.55,0
1,1,0,0,0,0,41.28138613861386,17600,30.6958,0
1,3,0,0,0,2,25.0,349203,7.8958,0
1,2,0,0,0,2,39.0,28213,13.0,0
0,1,0,0,0,2,49.0,17465,25.9292,1
0,3,0,0,0,2,31.0,349244,8.6833,1
1,3,0,0,0,0,30.0,2685,7.2292,0
0,3,1,1,1,2,30.0,345773,24.15,0
1,2,0,0,0,2,34.0,250647,13.0,0
0,2,1,1,1,2,31.0,31921,26.25,1
1,1,1,2,1,2,11.0,113760,120.0,1
1,3,0,1,1,0,0.42,2625,8.5167,1
1,3,0,0,0,2,27.0,347089,6.975,1
1,3,0,0,0,2,31.0,347063,7.775,0
1,1,0,0,0,2,39.0,112050,0.0,0
0,3,0,0,0,2,18.0,347087,7.775,0
1,2,0,0,0,2,39.0,248723,13.0,0
0,1,1,0,1,2,33.0,113806,53.1,1
1,3,0,0,0,2,26.0,3474,7.8875,0
1,3,0,0,0,2,39.0,48871,24.15,0
1,2,0,0,0,2,35.0,28206,10.5,0
0,3,4,2,1,2,6.0,347082,31.275,0
1,3,0,0,0,2,30.5,364499,8.05,0
1,1,0,0,0,2,41.28138613861386,112058,0.0,0
0,3,0,0,0,2,23.0,3101290,7.925,0
1,2,1,1,1,0,31.0,2079,37.0042,0
1,3,0,0,0,2,43.0,7075,6.45,0
1,3,3,2,1,2,10.0,347088,27.9,0
0,1,1,1,1,2,52.0,12749,93.5,1
1,3,0,0,0,2,27.0,315098,8.6625,1
1,1,0,0,0,2,38.0,19972,0.0,0
0,3,0,1,1,2,27.0,392096,12.475,1
1,3,4,1,1,2,2.0,3101295,39.6875,0
1,3,0,0,0,1,26.507588932806325,368323,6.95,0
1,3,0,0,0,2,26.507588932806325,1601,56.4958,0
1,2,0,2,1,0,1.0,2079,37.0042,1
1,3,0,0,0,1,26.507588932806325,367228,7.75,1
0,1,0,0,0,0,62.0,113572,80.0,1
0,3,1,0,1,0,15.0,2659,14.4542,1
1,2,1,1,1,2,0.83,29106,18.75,1
1,3,0,0,0,0,26.507588932806325,2671,7.2292,0
1,3,0,0,0,2,23.0,347468,7.8542,0
1,3,0,0,0,2,18.0,2223,8.3,0
0,1,1,1,1,0,39.0,17756,83.1583,1
1,3,0,0,0,2,21.0,315097,8.6625,0
1,3,0,0,0,2,26.507588932806325,392092,8.05,0
1,3,0,0,0,2,32.0,1601,56.4958,1
1,1,0,0,0,0,41.28138613861386,11774,29.7,1
1,3,0,0,0,2,20.0,3101287,7.925,0
1,2,0,0,0,2,16.0,3,10.5,0
0,1,0,0,0,0,30.0,113798,31.0,1
1,3,0,0,0,0,34.5,2683,6.4375,0
1,3,0,0,0,2,17.0,315090,8.6625,0
1,3,0,0,0,2,42.0,5547,7.55,0
1,3,8,2,1,2,26.507588932806325,2343,69.55,0
1,3,0,0,0,0,35.0,349213,7.8958,0
1,2,0,1,1,2,28.0,248727,33.0,0
0,1,1,0,1,0,34.61176470588235,17453,89.1042,1
1,3,4,2,1,2,4.0,347082,31.275,0
1,3,0,0,0,2,74.0,347060,7.775,0
0,3,1,1,1,0,9.0,2678,15.2458,0
0,1,0,1,1,2,16.0,17592,39.4,1
0,2,1,0,1,2,44.0,244252,26.0,0
0,3,0,1,1,2,18.0,392091,9.35,1
0,1,1,1,1,2,45.0,36928,164.8667,1
1,1,0,0,0,2,51.0,113055,26.55,1
0,3,0,3,1,0,24.0,2666,19.2583,1
1,3,0,0,0,0,26.507588932806325,2629,7.2292,0
1,3,2,0,1,2,41.0,350026,14.1083,0
1,2,1,0,1,2,21.0,28134,11.5,0
0,1,0,0,0,2,48.0,17466,25.9292,1
0,3,8,2,1,2,21.75,2343,69.55,0
1,2,0,0,0,2,24.0,233866,13.0,0
0,2,0,0,0,2,42.0,236852,13.0,1
0,2,1,0,1,0,27.0,2149,13.8583,1
1,1,0,0,0,2,31.0,17590,50.4958,0
1,3,0,0,0,2,26.507588932806325,345777,9.5,0
1,3,1,1,1,2,4.0,347742,11.1333,1
1,3,0,0,0,2,26.0,349248,7.8958,0
0,1,1,1,1,2,47.0,11751,52.5542,1
1,1,0,0,0,2,33.0,695,5.0,0
1,3,0,0,0,2,47.0,345765,9.0,0
0,2,1,0,1,0,28.0,3381,24.0,1
0,3,0,0,0,0,15.0,2667,7.225,1
1,3,0,0,0,2,20.0,7534,9.8458,0
1,3,0,0,0,2,19.0,349212,7.8958,0
1,3,0,0,0,2,26.507588932806325,349217,7.8958,0
0,1,0,1,1,0,56.0,11767,83.1583,1
0,2,0,1,1,2,25.0,230433,26.0,1
1,3,0,0,0,2,33.0,349257,7.8958,0
0,3,0,0,0,2,22.0,7552,10.5167,0
1,2,0,0,0,2,28.0,34068,10.5,0
1,3,0,0,0,2,25.0,392076,7.05,0
0,3,0,5,1,1,39.0,382652,29.125,0
1,2,0,0,0,2,27.0,211536,13.0,0
0,1,0,0,0,2,19.0,112053,30.0,1
0,3,1,2,1,2,21.75,6607,23.45,0
1,1,0,0,0,0,26.0,111369,30.0,1
1,3,0,0,0,1,32.0,370376,7.75,0
